Date,Value,Mode,Metric,Year,Month,Quarter,Month_Name
2021-07-25,11419.0,Access-A-Ride,Total Scheduled Trips,2021,7,Q3,July
2021-07-26,19910.0,Access-A-Ride,Total Scheduled Trips,2021,7,Q3,July
2021-07-27,22609.0,Access-A-Ride,Total Scheduled Trips,2021,7,Q3,July
2021-07-28,23145.0,Access-A-Ride,Total Scheduled Trips,2021,7,Q3,July
2021-07-29,22164.0,Access-A-Ride,Total Scheduled Trips,2021,7,Q3,July
2021-07-30,22127.0,Access-A-Ride,Total Scheduled Trips,2021,7,Q3,July
2021-07-31,13932.0,Access-A-Ride,Total Scheduled Trips,2021,7,Q3,July
2021-08-01,11627.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-02,19824.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-03,22828.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-04,23611.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-05,22610.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-06,22179.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-07,14108.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-08,11934.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-09,20540.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-10,23079.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-11,23338.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-12,22427.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-13,21336.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-14,13157.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-15,12395.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-16,20087.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-17,22245.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-18,22715.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-19,21838.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-20,21451.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-21,13046.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-22,7979.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-23,18809.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-24,22679.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-25,23351.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-26,22068.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-27,21211.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-28,12760.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-29,11558.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-30,19224.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-08-31,22724.0,Access-A-Ride,Total Scheduled Trips,2021,8,Q3,August
2021-09-01,20878.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-02,21179.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-03,22585.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-04,13382.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-05,11931.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-06,10077.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-07,21143.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-08,22354.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-09,23653.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-10,23037.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-11,13070.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-12,12239.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-13,21898.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-14,23132.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-15,23966.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-16,20826.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-17,23282.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-18,14054.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-19,12612.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-20,21889.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-21,22399.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-22,23157.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-23,23031.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-24,21941.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-25,13909.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-26,12034.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-27,21209.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-28,21727.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-29,23323.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-09-30,23555.0,Access-A-Ride,Total Scheduled Trips,2021,9,Q3,September
2021-10-01,23098.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-02,14145.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-03,12936.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-04,21794.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-05,23644.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-06,24677.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-07,24571.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-08,23356.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-09,13634.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-10,11794.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-11,16917.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-12,23848.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-13,24396.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-14,24144.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-15,23251.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-16,13307.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-17,12564.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-18,21454.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-19,23403.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-20,24474.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-21,24007.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-22,22843.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-23,13556.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-24,12314.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-25,21724.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-26,21220.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-27,24144.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-28,24814.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-29,22477.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-30,12642.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-10-31,12233.0,Access-A-Ride,Total Scheduled Trips,2021,10,Q4,October
2021-11-01,21387.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-02,22016.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-03,23349.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-04,24009.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-05,23009.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-06,13672.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-07,10647.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-08,22136.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-09,24504.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-10,24608.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-11,19846.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-12,21598.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-13,13124.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-14,12460.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-15,22208.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-16,23694.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-17,24396.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-18,24071.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-19,22662.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-20,13195.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-21,12774.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-22,21441.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-23,22574.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-24,21002.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-25,15459.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-26,11077.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-27,10620.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-28,10481.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-29,21124.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-11-30,22469.0,Access-A-Ride,Total Scheduled Trips,2021,11,Q4,November
2021-12-01,23347.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-02,22540.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-03,22518.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-04,13317.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-05,12541.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-06,21761.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-07,23262.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-08,22691.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-09,22743.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-10,22237.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-11,13396.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-12,12189.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-13,21617.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-14,23042.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-15,23732.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-16,23623.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-17,22539.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-18,12312.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-19,12238.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-20,20318.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-21,21656.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-22,21673.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-23,19335.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-24,12009.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-25,9021.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-26,8744.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-27,14952.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-28,16736.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-29,16859.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-30,16177.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2021-12-31,11498.0,Access-A-Ride,Total Scheduled Trips,2021,12,Q4,December
2022-01-01,4904.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-02,8383.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-03,16437.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-04,17909.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-05,18861.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-06,18672.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-07,14203.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-08,9126.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-09,7916.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-10,18268.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-11,17388.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-12,19679.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-13,19918.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-14,18878.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-15,9510.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-16,8545.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-17,8760.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-18,19389.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-19,21111.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-20,18616.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-21,19079.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-22,10455.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-23,9446.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-24,19472.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-25,21233.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-26,21033.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-27,20934.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-28,20115.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-29,5353.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-30,5974.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-01-31,18400.0,Access-A-Ride,Total Scheduled Trips,2022,1,Q1,January
2022-02-01,20357.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-02,22427.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-03,22325.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-04,18557.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-05,11377.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-06,10621.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-07,21120.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-08,22667.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-09,23863.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-10,23341.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-11,22608.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-12,13376.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-13,10013.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-14,20812.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-15,21922.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-16,23513.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-17,23713.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-18,21470.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-19,12171.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-20,11017.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-21,12500.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-22,19233.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-23,23807.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-24,21868.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-25,18740.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-26,12226.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-27,11337.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-02-28,21929.0,Access-A-Ride,Total Scheduled Trips,2022,2,Q1,February
2022-03-01,22944.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-02,24289.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-03,23800.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-04,22821.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-05,13269.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-06,12557.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-07,22465.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-08,24076.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-09,23477.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-10,24515.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-11,23736.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-12,10655.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-13,11491.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-14,22480.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-15,24272.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-16,25305.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-17,22946.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-18,24019.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-19,12877.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-20,12736.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-21,22229.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-22,23948.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-23,24574.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-24,22998.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-25,23274.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-26,13208.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-27,11809.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-28,22114.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-29,23981.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-30,24620.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-03-31,24308.0,Access-A-Ride,Total Scheduled Trips,2022,3,Q1,March
2022-04-01,24017.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-02,14382.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-03,12947.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-04,23746.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-05,24873.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-06,25103.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-07,24107.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-08,24488.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-09,13969.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-10,13935.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-11,23569.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-12,25286.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-13,25847.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-14,25073.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-15,20908.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-16,13413.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-17,14704.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-18,20245.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-19,22359.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-20,24212.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-21,23239.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-22,22298.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-23,13459.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-24,12927.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-25,22370.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-26,23800.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-27,25229.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-28,24321.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-29,23421.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-04-30,14223.0,Access-A-Ride,Total Scheduled Trips,2022,4,Q2,April
2022-05-01,12976.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-02,21695.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-03,24680.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-04,25462.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-05,25903.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-06,23411.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-07,13033.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-08,15375.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-09,22008.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-10,24148.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-11,25548.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-12,25158.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-13,23539.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-14,13580.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-15,13379.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-16,22187.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-17,24353.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-18,25365.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-19,24271.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-20,23767.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-21,14985.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-22,13279.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-23,22696.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-24,24560.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-25,25418.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-26,24866.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-27,22894.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-28,12805.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-29,14490.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-30,10771.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-05-31,23778.0,Access-A-Ride,Total Scheduled Trips,2022,5,Q2,May
2022-06-01,25586.0,Access-A-Ride,Total Scheduled Trips,2022,6,Q2,June
2022-06-02,24764.0,Access-A-Ride,Total Scheduled Trips,2022,6,Q2,June
2022-06-03,24838.0,Access-A-Ride,Total Scheduled Trips,2022,6,Q2,June
2022-06-04,14409.0,Access-A-Ride,Total Scheduled Trips,2022,6,Q2,June
2022-06-05,13955.0,Access-A-Ride,Total Scheduled Trips,2022,6,Q2,June
2022-06-06,22794.0,Access-A-Ride,Total Scheduled Trips,2022,6,Q2,June
2022-06-07,25256.0,Access-A-Ride,Total Scheduled Trips,2022,6,Q2,June
2022-06-08,26058.0,Access-A-Ride,Total Scheduled Trips,2022,6,Q2,June
2022-06-09,25135.0,Access-A-Ride,Total Scheduled Trips,2022,6,Q2,June
2022-06-10,25437.0,Access-A-Ride,Total Scheduled Trips,2022,6,Q2,June
2022-06-11,14776.0,Access-A-Ride,Total Scheduled Trips,2022,6,Q2,June
2022-06-12,13440.0,Access-A-Ride,Total Scheduled Trips,2022,6,Q2,June
2022-06-13,23697.0,Access-A-Ride,Total Scheduled Trips,2022,6,Q2,June
