month,borough,trip_type,route_id,period,number_of_customers,additional_bus_stop_time,additional_travel_time,customer_journey_time_performance
2017-08-01,Bronx,LCL/LTD,BX28,Off-Peak,130603.9811,1.676926445,1.199503585,0.723884788
2017-08-01,Bronx,LCL/LTD,BX28,Peak,72645.2039,1.196407225,0.430619098,0.791531683
2017-08-01,Bronx,LCL/LTD,BX29,Off-Peak,33673.0785,2.200062919,0.902560749,0.79522267
2017-08-01,Bronx,LCL/LTD,BX29,Peak,21470.9743,1.170435272,0.879951042,0.86907562
2017-08-01,Bronx,LCL/LTD,BX3,Off-Peak,203493.5589,1.380916044,0.383880288,0.784403422
2017-08-01,Bronx,LCL/LTD,BX3,Peak,127348.1891,1.183767336,0.220478998,0.812250677
2017-08-01,Bronx,LCL/LTD,BX30,Off-Peak,127512.7347,2.034476759,0.902241566,0.705913827
2017-08-01,Bronx,LCL/LTD,BX30,Peak,93792.8857,1.097727543,0.107323443,0.816209538
2017-08-01,Bronx,LCL/LTD,BX31,Off-Peak,132828.7811,1.586961896,0.404912796,0.749536566
2017-08-01,Bronx,LCL/LTD,BX31,Peak,82509.8673,1.445221459,0.147323622,0.76571233
2017-08-01,Bronx,LCL/LTD,BX32,Off-Peak,98036.516,2.502314812,1.523426874,0.650812586
2017-08-01,Bronx,LCL/LTD,BX32,Peak,65934.5017,1.583394364,1.206720592,0.707052103
2017-08-01,Bronx,LCL/LTD,BX33,Off-Peak,41147.1273,2.207562114,0.688163833,0.766816844
2017-08-01,Bronx,LCL/LTD,BX33,Peak,29787.4044,1.87061669,0.539216675,0.753174681
2017-08-01,Bronx,LCL/LTD,BX34,Off-Peak,60098.6861,1.912776342,0.656913546,0.744718432
2017-08-01,Bronx,LCL/LTD,BX34,Peak,34415.3221,2.059601009,-0.085515807,0.775094785
2017-08-01,Bronx,LCL/LTD,BX35,Off-Peak,238845.9066,1.428385084,0.154824038,0.785702941
2017-08-01,Bronx,LCL/LTD,BX35,Peak,159659.8107,1.319482374,-0.2732247,0.828757716
2017-08-01,Bronx,LCL/LTD,BX36,Off-Peak,394706.9336,1.701823675,0.494531228,0.74903324
2017-08-01,Bronx,LCL/LTD,BX36,Peak,278868.1666,1.609614573,0.199260897,0.766809227
2017-08-01,Bronx,LCL/LTD,BX38,Off-Peak,90959.9101,1.299480001,0.362834428,0.799915983
2017-08-01,Bronx,LCL/LTD,BX38,Peak,58251.569,1.029410885,-0.237960219,0.847892907
2017-08-01,Bronx,LCL/LTD,BX39,Off-Peak,298130.0624,2.056574986,0.733215981,0.703111674
2017-08-01,Bronx,LCL/LTD,BX39,Peak,191401.158,1.474917333,0.156204511,0.7799334
2017-08-01,Bronx,LCL/LTD,BX4,Off-Peak,61313.9629,2.932635821,0.942583149,0.672872996
2017-08-01,Bronx,LCL/LTD,BX4,Peak,34425.524,1.768832842,0.246015536,0.774668993
2017-08-01,Bronx,LCL/LTD,BX40,Off-Peak,154506.7283,1.629798928,1.161216904,0.717324573
2017-08-01,Bronx,LCL/LTD,BX40,Peak,101957.2552,1.449490984,0.909263058,0.74570555
2017-08-01,Bronx,LCL/LTD,BX41,Off-Peak,140291.9094,1.77599969,-0.617556675,0.7862194
2017-08-01,Bronx,LCL/LTD,BX41,Peak,73202.1314,1.331756889,-1.000960372,0.817839774
2017-08-01,Bronx,SBS,BX41+,Off-Peak,146394.0988,1.411797302,-0.016483771,0.786355054
2017-08-01,Bronx,SBS,BX41+,Peak,108144.1604,1.171204238,-0.585334582,0.842754008
2017-08-01,Bronx,LCL/LTD,BX42,Off-Peak,167558.7946,1.661218298,0.946753636,0.720986137
2017-08-01,Bronx,LCL/LTD,BX42,Peak,106561.7837,1.564741544,0.725070253,0.732819485
2017-08-01,Bronx,LCL/LTD,BX46,Off-Peak,9668.9615,3.625283889,-0.475372893,0.76720443
2017-08-01,Bronx,LCL/LTD,BX46,Peak,6474.3638,3.32049304,-0.301881578,0.726947395
2017-08-01,Bronx,LCL/LTD,BX4A,Off-Peak,59847.1964,2.928816378,0.909308764,0.676690756
2017-08-01,Bronx,LCL/LTD,BX4A,Peak,42376.2312,2.01674329,0.104178451,0.774775294
2017-08-01,Bronx,LCL/LTD,BX5,Off-Peak,151937.3069,1.608167856,0.793255569,0.732827957
2017-08-01,Bronx,LCL/LTD,BX5,Peak,100256.5931,1.553339863,0.985457355,0.733605584
2017-08-01,Bronx,LCL/LTD,BX6,Off-Peak,280670.1441,1.604707818,1.526965972,0.694588983
2017-08-01,Bronx,LCL/LTD,BX6,Peak,177938.6733,1.304713002,0.912895072,0.760884819
2017-08-01,Bronx,LCL/LTD,BX7,Off-Peak,177153.9982,1.209275352,0.969048618,0.759222957
2017-08-01,Bronx,LCL/LTD,BX7,Peak,121489.8082,0.957326468,0.640144092,0.810875043
2017-08-01,Bronx,LCL/LTD,BX8,Off-Peak,96561.4088,1.600989144,0.605057069,0.752492835
2017-08-01,Bronx,LCL/LTD,BX8,Peak,75354.6823,1.197136728,0.361827519,0.785717056
2017-08-01,Bronx,LCL/LTD,BX9,Off-Peak,351145.4323,1.370151203,0.773523964,0.762412239
2017-08-01,Bronx,LCL/LTD,BX9,Peak,241644.1091,1.328320829,0.689836795,0.784038092
2017-08-01,Bronx,EXP,BXM1,Off-Peak,15106.9367,2.565324328,1.387789857,0.638327186
2017-08-01,Bronx,EXP,BXM1,Peak,13239.5735,2.237830872,2.156472982,0.608855489
2017-08-01,Bronx,EXP,BXM10,Off-Peak,13588.2315,2.375111623,1.497645704,0.629664243
2017-08-01,Bronx,EXP,BXM10,Peak,15568.3484,1.477804488,4.510343507,0.498359678
2017-08-01,Bronx,EXP,BXM11,Off-Peak,11258.3435,3.163328438,2.276955434,0.554528337
2017-08-01,Bronx,EXP,BXM11,Peak,10347.1168,1.972121488,5.35224058,0.439218914
2017-08-01,Bronx,EXP,BXM18,Off-Peak,1918.5151,1.655696518,3.767438197,0.534690449
2017-08-01,Bronx,EXP,BXM18,Peak,3492.3825,3.18639803,1.699580738,0.573804072
2017-08-01,Bronx,EXP,BXM2,Off-Peak,8965.8797,3.396132262,1.327256935,0.592298166
2017-08-01,Bronx,EXP,BXM2,Peak,6403.3941,2.58755501,2.40241397,0.602335814
2017-08-01,Bronx,EXP,BXM3,Off-Peak,7017.1401,2.914141023,2.686971036,0.540908382
2017-08-01,Bronx,EXP,BXM3,Peak,7257.2402,2.402540265,2.975956682,0.520376603
2017-08-01,Bronx,EXP,BXM4,Off-Peak,3617.1038,3.27438365,0.903426778,0.634804564
2017-08-01,Bronx,EXP,BXM4,Peak,3727.6363,3.791991781,3.627435822,0.471098455
2017-08-01,Bronx,EXP,BXM6,Off-Peak,5705.4778,4.36798113,2.973135678,0.494633894
2017-08-01,Bronx,EXP,BXM6,Peak,6358.1119,1.920660646,4.339122262,0.492906094
2017-08-01,Bronx,EXP,BXM7,Off-Peak,28331.0982,1.903230951,2.524705215,0.610396434
2017-08-01,Bronx,EXP,BXM7,Peak,22403.5079,1.16720755,5.71765913,0.472262114
2017-08-01,Bronx,EXP,BXM8,Off-Peak,13604.3289,2.697624031,2.380728044,0.588487669
2017-08-01,Bronx,EXP,BXM8,Peak,16743.0142,1.64339843,4.032437558,0.515792951
2017-08-01,Bronx,EXP,BXM9,Off-Peak,22234.4716,1.888838043,2.158176947,0.642038739
2017-08-01,Bronx,EXP,BXM9,Peak,20820.3288,1.429565065,4.906134986,0.4978472
2017-08-01,Brooklyn,LCL/LTD,B1,Off-Peak,238980.6372,1.438750288,1.040099177,0.728836677
2017-08-01,Brooklyn,LCL/LTD,B1,Peak,156473.2385,1.454838375,0.80831054,0.752514274
2017-08-01,Brooklyn,LCL/LTD,B100,Off-Peak,58844.3428,1.081606434,0.993203291,0.795386579
2017-08-01,Brooklyn,LCL/LTD,B100,Peak,64298.8858,0.746592455,0.28589803,0.842631063
2017-08-01,Brooklyn,LCL/LTD,B103,Off-Peak,193706.8539,2.046387395,1.778740623,0.640264114
2017-08-01,Brooklyn,LCL/LTD,B103,Peak,136180.7645,1.694558549,1.575316052,0.680074083
2017-08-01,Brooklyn,LCL/LTD,B11,Off-Peak,129636.4289,1.436892493,-0.01916819,0.784383634
2017-08-01,Brooklyn,LCL/LTD,B11,Peak,88232.8455,1.140208726,-0.896821051,0.82942413
2017-08-01,Brooklyn,LCL/LTD,B12,Off-Peak,195083.4832,1.992136465,0.35299492,0.72592962
2017-08-01,Brooklyn,LCL/LTD,B12,Peak,107541.7195,1.770679616,0.165804233,0.743527347
2017-08-01,Brooklyn,LCL/LTD,B13,Off-Peak,82331.4384,2.825607199,0.92038863,0.670954154
2017-08-01,Brooklyn,LCL/LTD,B13,Peak,64992.3991,2.473160191,1.039118358,0.694147912
2017-08-01,Brooklyn,LCL/LTD,B14,Off-Peak,88037.4379,2.477706641,0.939084059,0.663620395
2017-08-01,Brooklyn,LCL/LTD,B14,Peak,57176.5126,1.876900091,0.768707477,0.689747557
2017-08-01,Brooklyn,LCL/LTD,B15,Off-Peak,286841.7497,2.506692037,0.586091105,0.682278537
2017-08-01,Brooklyn,LCL/LTD,B15,Peak,161298.2662,2.057848999,0.16917121,0.739390505
2017-08-01,Brooklyn,LCL/LTD,B16,Off-Peak,74858.2702,2.638203133,0.388954076,0.677091869
2017-08-01,Brooklyn,LCL/LTD,B16,Peak,54144.7636,2.348692035,0.569493835,0.688363253
2017-08-01,Brooklyn,LCL/LTD,B17,Off-Peak,128937.1975,1.835810877,0.050183681,0.756436033
2017-08-01,Brooklyn,LCL/LTD,B17,Peak,99692.5489,1.48738801,-1.038622227,0.829723062
2017-08-01,Brooklyn,LCL/LTD,B2,Off-Peak,23495.0647,1.82771292,-1.106411202,0.907563651
2017-08-01,Brooklyn,LCL/LTD,B2,Peak,20541.6122,1.206735226,-1.538229307,0.882572503
2017-08-01,Brooklyn,LCL/LTD,B20,Off-Peak,92406.8505,1.823586262,0.019077593,0.759714686
2017-08-01,Brooklyn,LCL/LTD,B20,Peak,63729.5536,1.866989914,-0.026761839,0.75343873
2017-08-01,Brooklyn,LCL/LTD,B24,Off-Peak,28446.483,4.165736836,0.135098671,0.635557742
2017-08-01,Brooklyn,LCL/LTD,B24,Peak,23091.7935,3.037109629,0.253912482,0.6948358
2017-08-01,Brooklyn,LCL/LTD,B25,Off-Peak,129842.8573,2.356896843,0.682696129,0.690171453
2017-08-01,Brooklyn,LCL/LTD,B25,Peak,61901.0353,2.214802609,0.093082241,0.726460493
2017-08-01,Brooklyn,LCL/LTD,B26,Off-Peak,115790.6457,1.491326452,0.0865368,0.759410684
2017-08-01,Brooklyn,LCL/LTD,B26,Peak,81762.6801,1.226253262,-0.045033479,0.779574611
2017-08-01,Brooklyn,LCL/LTD,B3,Off-Peak,149557.7827,1.145481615,0.650753391,0.783450196
2017-08-01,Brooklyn,LCL/LTD,B3,Peak,110067.9771,1.093848024,0.34918766,0.806177162
2017-08-01,Brooklyn,LCL/LTD,B31,Off-Peak,26397.9664,1.160235798,-0.069919477,0.903489145
2017-08-01,Brooklyn,LCL/LTD,B31,Peak,24760.4679,1.084331106,-0.65511384,0.85335929
2017-08-01,Brooklyn,LCL/LTD,B32,Off-Peak,8451.5827,3.705141563,-0.326102278,0.746403499
2017-08-01,Brooklyn,LCL/LTD,B32,Peak,9447.2061,2.83888701,-0.459226541,0.780188981
2017-08-01,Brooklyn,LCL/LTD,B35,Off-Peak,399824.8158,1.892861844,1.375759159,0.659654377
2017-08-01,Brooklyn,LCL/LTD,B35,Peak,249879.6391,1.822264792,1.412395967,0.676541619
2017-08-01,Brooklyn,LCL/LTD,B36,Off-Peak,177879.4128,1.188032333,0.808688688,0.772387002
2017-08-01,Brooklyn,LCL/LTD,B36,Peak,136874.4853,1.051004223,0.56560179,0.813179364
2017-08-01,Brooklyn,LCL/LTD,B37,Off-Peak,36177.661,3.091061675,1.373261995,0.642389556
2017-08-01,Brooklyn,LCL/LTD,B37,Peak,29379.0731,2.723374305,1.019466897,0.673475505
2017-08-01,Brooklyn,LCL/LTD,B38,Off-Peak,248932.7047,1.439027292,0.433121038,0.746490913
2017-08-01,Brooklyn,LCL/LTD,B38,Peak,178211.9083,1.271715146,-0.215604972,0.796352411
2017-08-01,Brooklyn,LCL/LTD,B4,Off-Peak,70182.1917,2.221405198,0.371548222,0.764273239
2017-08-01,Brooklyn,LCL/LTD,B4,Peak,59938.6972,1.956167124,0.403265771,0.756035727
2017-08-01,Brooklyn,LCL/LTD,B41,Off-Peak,320089.7137,2.151749459,0.472020646,0.7010149
2017-08-01,Brooklyn,LCL/LTD,B41,Peak,193611.2081,2.31551759,0.744780369,0.682510908
2017-08-01,Brooklyn,LCL/LTD,B43,Off-Peak,131719.2023,2.077530057,0.376494532,0.719116179
2017-08-01,Brooklyn,LCL/LTD,B43,Peak,94277.1862,1.110471123,-0.004198843,0.80417118
2017-08-01,Brooklyn,LCL/LTD,B44,Off-Peak,228963.3008,2.234467617,0.376746758,0.713277316
2017-08-01,Brooklyn,LCL/LTD,B44,Peak,130891.4836,2.296917655,0.377964643,0.697864176
2017-08-01,Brooklyn,SBS,B44+,Off-Peak,212655.7968,1.414958308,0.032698702,0.787777086
2017-08-01,Brooklyn,SBS,B44+,Peak,171161.2952,1.159552054,0.134317773,0.811349241
2017-08-01,Brooklyn,LCL/LTD,B45,Off-Peak,81539.1562,2.351650624,0.773458116,0.683094784
2017-08-01,Brooklyn,LCL/LTD,B45,Peak,53073.9059,1.942703892,0.808175957,0.717268909
2017-08-01,Brooklyn,LCL/LTD,B46,Off-Peak,254861.3342,1.785098192,-0.264400882,0.773821841
2017-08-01,Brooklyn,LCL/LTD,B46,Peak,143639.4274,1.809101381,-0.121137251,0.782522752
2017-08-01,Brooklyn,SBS,B46+,Off-Peak,224007.5769,0.991303085,0.308697614,0.823090607
2017-08-01,Brooklyn,SBS,B46+,Peak,178700.528,0.982860047,0.018912731,0.856816111
2017-08-01,Brooklyn,LCL/LTD,B47,Off-Peak,133015.2232,2.5495809,0.728991687,0.682800552
2017-08-01,Brooklyn,LCL/LTD,B47,Peak,92977.7024,1.815481781,0.380935912,0.732364701
2017-08-01,Brooklyn,LCL/LTD,B48,Off-Peak,47134.1758,2.50740884,0.539580791,0.73174764
2017-08-01,Brooklyn,LCL/LTD,B48,Peak,36531.2811,1.909408253,0.57940178,0.76383589
2017-08-01,Brooklyn,LCL/LTD,B49,Off-Peak,143660.759,1.809898714,0.236256152,0.751178695
2017-08-01,Brooklyn,LCL/LTD,B49,Peak,91451.0722,1.623272539,0.225838271,0.764049799
2017-08-01,Brooklyn,LCL/LTD,B52,Off-Peak,146616.8551,1.397884748,0.509881105,0.75691055
2017-08-01,Brooklyn,LCL/LTD,B52,Peak,97910.5945,1.54123058,0.444724208,0.754716662
2017-08-01,Brooklyn,LCL/LTD,B54,Off-Peak,111981.3797,1.45198826,-0.356884923,0.774874507
2017-08-01,Brooklyn,LCL/LTD,B54,Peak,84799.4933,1.279158355,0.076123766,0.775847543
2017-08-01,Brooklyn,LCL/LTD,B57,Off-Peak,95624.1171,2.61996686,0.415279847,0.695738781
2017-08-01,Brooklyn,LCL/LTD,B57,Peak,75584.5782,2.211786669,0.473193967,0.706288401
2017-08-01,Brooklyn,LCL/LTD,B6,Off-Peak,524471.3714,1.563207543,0.569434894,0.747502208
2017-08-01,Brooklyn,LCL/LTD,B6,Peak,342090.5485,1.754498343,0.673550189,0.735648884
2017-08-01,Brooklyn,LCL/LTD,B60,Off-Peak,123767.8159,2.518991141,0.491533823,0.693254845
2017-08-01,Brooklyn,LCL/LTD,B60,Peak,91786.5296,1.547657762,0.057349199,0.760086003
2017-08-01,Brooklyn,LCL/LTD,B61,Off-Peak,120919.9891,1.487440091,-0.323622236,0.790059098
2017-08-01,Brooklyn,LCL/LTD,B61,Peak,86748.5481,1.275407337,-0.672665792,0.82233205
2017-08-01,Brooklyn,LCL/LTD,B62,Off-Peak,83603.7833,2.956998607,0.024436418,0.687587472
2017-08-01,Brooklyn,LCL/LTD,B62,Peak,68066.0476,2.191643656,0.118475957,0.726227098
2017-08-01,Brooklyn,LCL/LTD,B63,Off-Peak,190938.6843,1.858836605,0.285213339,0.744526407
2017-08-01,Brooklyn,LCL/LTD,B63,Peak,112506.4228,1.827492053,0.418559843,0.722754977
2017-08-01,Brooklyn,LCL/LTD,B64,Off-Peak,62591.758,1.877870784,0.102904029,0.808820719
2017-08-01,Brooklyn,LCL/LTD,B64,Peak,45750.7511,1.431818184,-0.198542977,0.834521781
2017-08-01,Brooklyn,LCL/LTD,B65,Off-Peak,41730.2507,2.470807793,0.138117176,0.715061002
2017-08-01,Brooklyn,LCL/LTD,B65,Peak,30646.0222,1.464161647,-0.363809849,0.771784969
2017-08-01,Brooklyn,LCL/LTD,B67,Off-Peak,62925.1121,2.169933913,0.140414918,0.755946445
2017-08-01,Brooklyn,LCL/LTD,B67,Peak,54490.4065,1.191565149,-0.224906565,0.838279566
2017-08-01,Brooklyn,LCL/LTD,B68,Off-Peak,183035.5182,1.58047976,1.163218797,0.716622438
2017-08-01,Brooklyn,LCL/LTD,B68,Peak,110624.893,1.431238123,0.448066535,0.763161488
2017-08-01,Brooklyn,LCL/LTD,B69,Off-Peak,48943.5535,2.510117488,0.356856316,0.724175232
2017-08-01,Brooklyn,LCL/LTD,B69,Peak,45395.0723,1.627444898,-0.087819351,0.798964997
2017-08-01,Brooklyn,LCL/LTD,B7,Off-Peak,66247.1316,2.535091025,0.601943085,0.719662646
2017-08-01,Brooklyn,LCL/LTD,B7,Peak,51424.2579,1.954757024,0.376805376,0.757738139
2017-08-01,Brooklyn,LCL/LTD,B70,Off-Peak,77379.4166,2.11430088,1.044130782,0.72481909
2017-08-01,Brooklyn,LCL/LTD,B70,Peak,65023.3631,1.713309406,0.522161779,0.735909443
2017-08-01,Brooklyn,LCL/LTD,B74,Off-Peak,44087.4765,1.104070082,-0.646620527,0.826882562
2017-08-01,Brooklyn,LCL/LTD,B74,Peak,37377.8843,0.739162915,-1.078136393,0.884361959
2017-08-01,Brooklyn,LCL/LTD,B8,Off-Peak,247095.3627,1.763912184,0.609446149,0.732128926
2017-08-01,Brooklyn,LCL/LTD,B8,Peak,168877.8711,1.893478621,0.800583358,0.70517988
2017-08-01,Brooklyn,LCL/LTD,B82,Off-Peak,339248.9394,2.120493502,0.588015608,0.703643225
2017-08-01,Brooklyn,LCL/LTD,B82,Peak,245669.6607,2.1547156,0.57992183,0.697243239
2017-08-01,Brooklyn,LCL/LTD,B83,Off-Peak,108990.59,1.745834758,0.407975439,0.73359054
2017-08-01,Brooklyn,LCL/LTD,B83,Peak,66359.2415,1.693208861,-0.118186293,0.770021873
2017-08-01,Brooklyn,LCL/LTD,B84,Off-Peak,6017.5404,2.479432363,0.108230839,0.839179526
2017-08-01,Brooklyn,LCL/LTD,B84,Peak,4210.359,3.080539139,0.068313449,0.834170507
2017-08-01,Brooklyn,LCL/LTD,B9,Off-Peak,174809.8891,1.590251043,0.94779739,0.719804664
2017-08-01,Brooklyn,LCL/LTD,B9,Peak,117254.0306,1.157413834,0.782217754,0.744372695
2017-08-01,Brooklyn,EXP,BM1,Off-Peak,9436.1551,2.650186019,-0.29385672,0.698958869
2017-08-01,Brooklyn,EXP,BM1,Peak,12895.1476,2.343827448,-0.272852496,0.610674437
2017-08-01,Brooklyn,EXP,BM2,Off-Peak,7152.6552,3.784242187,6.1319078,0.319927808
2017-08-01,Brooklyn,EXP,BM2,Peak,8281.7422,4.251277915,5.62042814,0.349808957
2017-08-01,Brooklyn,EXP,BM3,Off-Peak,6569.9054,2.951180554,0.471824088,0.61042162
2017-08-01,Brooklyn,EXP,BM3,Peak,8233.9617,2.412406595,-0.520241125,0.636910759
2017-08-01,Brooklyn,EXP,BM4,Off-Peak,4080.7092,2.680223806,-1.398877877,0.686703551
2017-08-01,Brooklyn,EXP,BM4,Peak,8060.6448,3.01139601,-1.341091536,0.65003497
2017-08-01,Brooklyn,EXP,BM5,Off-Peak,5114.1424,5.066951651,0.833824775,0.54254336
2017-08-01,Brooklyn,EXP,BM5,Peak,7772.2717,4.32635265,5.371661581,0.399565651
2017-08-01,Brooklyn,EXP,X27,Off-Peak,18643.6213,1.960584011,-1.883549896,0.785406771
2017-08-01,Brooklyn,EXP,X27,Peak,24350.2383,1.092305631,-2.457794447,0.846786465
2017-08-01,Brooklyn,EXP,X28,Off-Peak,14580.7719,2.16484474,-4.670454168,0.877479696
2017-08-01,Brooklyn,EXP,X28,Peak,23825.3833,0.906308779,-5.57149358,0.90648312
2017-08-01,Brooklyn,EXP,X37,Off-Peak,4272.43,1.183811257,-4.087233527,0.890148276
2017-08-01,Brooklyn,EXP,X37,Peak,18522.0998,1.071257564,-5.358086213,0.876982787
2017-08-01,Brooklyn,EXP,X38,Off-Peak,2959.8609,0.721124593,-5.41438945,0.944543407
2017-08-01,Brooklyn,EXP,X38,Peak,14872.9409,1.023542224,-8.02196288,0.91621023
2017-08-01,Manhattan,LCL/LTD,M1,Off-Peak,105433.8233,1.70621725,0.377147691,0.748116486
2017-08-01,Manhattan,LCL/LTD,M1,Peak,84375.8064,1.264282371,0.7139988,0.764284071
2017-08-01,Manhattan,LCL/LTD,M10,Off-Peak,101701.5271,1.462361518,0.497968071,0.785737598
2017-08-01,Manhattan,LCL/LTD,M10,Peak,65011.8346,1.139185718,0.252161877,0.806983521
2017-08-01,Manhattan,LCL/LTD,M100,Off-Peak,198037.8195,1.335474204,0.761427598,0.768822062
2017-08-01,Manhattan,LCL/LTD,M100,Peak,122627.1453,1.108603675,0.342379846,0.812652256
2017-08-01,Manhattan,LCL/LTD,M101,Off-Peak,231310.3016,1.95667624,1.194284194,0.678794357
2017-08-01,Manhattan,LCL/LTD,M101,Peak,143198.036,1.929818466,1.253282061,0.679436802
2017-08-01,Manhattan,LCL/LTD,M102,Off-Peak,127202.566,2.048015487,0.747546458,0.704517589
2017-08-01,Manhattan,LCL/LTD,M102,Peak,76497.0676,1.739750923,0.760306713,0.720179631
2017-08-01,Manhattan,LCL/LTD,M103,Off-Peak,108374.0808,1.624762611,0.477100818,0.730163221
2017-08-01,Manhattan,LCL/LTD,M103,Peak,65678.9542,1.470918394,0.569285815,0.748201824
2017-08-01,Manhattan,LCL/LTD,M104,Off-Peak,111435.4272,1.620403526,0.863847994,0.701876623
2017-08-01,Manhattan,LCL/LTD,M104,Peak,58236.001,1.588712583,0.463961259,0.750555963
2017-08-01,Manhattan,LCL/LTD,M106,Off-Peak,24626.2117,1.730493953,-0.006702038,0.823635537
2017-08-01,Manhattan,LCL/LTD,M106,Peak,26249.0553,1.266989513,-0.224876184,0.845313473
2017-08-01,Manhattan,LCL/LTD,M11,Off-Peak,134295.4985,1.891788616,0.563568896,0.70391533
2017-08-01,Manhattan,LCL/LTD,M11,Peak,79096.6087,1.497109822,0.082620801,0.77081231
2017-08-01,Manhattan,LCL/LTD,M116,Off-Peak,126067.1768,1.23467202,0.332118421,0.80885081
2017-08-01,Manhattan,LCL/LTD,M116,Peak,93258.9233,0.83371259,0.031318497,0.85095128
2017-08-01,Manhattan,LCL/LTD,M12,Off-Peak,7944.9003,3.329415607,0.156619915,0.674035809
2017-08-01,Manhattan,LCL/LTD,M12,Peak,4784.2146,3.032502104,0.574562196,0.700484318
2017-08-01,Manhattan,LCL/LTD,M14A,Off-Peak,117219.0117,1.830302014,0.705424482,0.732946159
2017-08-01,Manhattan,LCL/LTD,M14A,Peak,82103.5262,1.550850701,0.606842307,0.770707496
2017-08-01,Manhattan,LCL/LTD,M14D,Off-Peak,229493.3683,1.48200158,0.060280388,0.792975976
